Status checking,Duration in month,Credit history,Credit amount,Savings account,Present employment,Installment rate %,Other debtors,Present residence,Property,Age in years,Other installment plans,Housing,# Existing credits,Job,# Dependents,Telephone,Foreign worker,Class,Male div,Female div/mar,Male sing,Male mar/wid
0,18,0,3104,0,3,3,0,1,1,31,0,1,1,2,1,1,1,1,0,0,1,0
3,24,3,2978,4,2,4,0,4,0,32,2,1,2,2,2,1,1,1,0,0,1,0
1,21,2,2767,1,4,4,0,2,2,61,0,0,2,1,1,0,1,2,1,0,0,0
3,12,4,1185,0,2,3,0,2,0,27,2,1,2,2,1,0,1,1,0,1,0,0
3,24,2,1258,0,3,4,0,1,0,25,2,1,1,2,1,1,1,1,0,0,1,0
3,36,4,6304,4,4,4,0,4,0,36,2,1,2,2,1,0,1,1,0,0,1,0
3,12,2,1076,0,2,2,0,2,0,26,2,1,1,2,1,1,0,1,0,0,0,1
3,48,4,7629,4,4,4,0,2,2,46,0,1,2,3,2,0,1,1,1,0,0,0
1,18,2,4439,0,4,1,1,1,0,33,0,1,1,3,1,1,1,1,0,0,1,0
3,6,3,1743,1,2,1,0,2,0,34,2,1,2,1,1,0,1,1,0,0,1,0
3,12,2,1542,0,3,2,0,4,2,36,2,1,1,2,1,1,1,1,0,0,1,0
0,48,1,7685,0,3,2,2,4,2,37,2,0,1,2,1,0,1,2,0,1,0,0
3,30,3,4272,1,2,2,0,2,1,26,2,1,2,1,1,0,1,1,0,0,1,0
1,15,4,2326,2,2,2,0,4,2,27,0,1,1,2,1,0,1,1,0,0,1,0
3,9,2,1449,0,3,3,0,2,2,27,2,1,2,2,1,0,1,1,0,1,0,0
1,18,4,1887,4,2,4,0,4,0,28,0,1,2,2,1,0,1,1,0,0,0,1
3,24,3,8648,0,1,2,0,2,2,27,0,1,2,2,1,1,1,2,0,0,1,0
3,12,4,2292,0,0,4,0,2,2,42,1,1,2,3,1,1,1,2,0,0,1,0
3,5,2,3448,0,3,1,0,4,0,74,2,1,1,1,1,0,1,1,0,0,1,0
2,12,1,609,0,1,4,0,1,0,26,2,1,1,0,1,0,1,2,0,1,0,0
3,18,2,1950,0,3,4,0,1,2,34,1,1,2,2,1,1,1,1,0,0,1,0
3,33,3,2764,0,2,2,0,2,2,26,2,1,2,2,1,1,1,1,0,1,0,0
1,12,2,1037,1,3,3,0,4,0,39,2,1,1,1,1,0,1,1,0,0,1,0
1,27,0,8318,0,4,2,0,4,3,42,2,2,2,3,1,1,1,2,0,1,0,0
2,15,2,2687,0,3,2,0,4,1,26,2,0,1,2,1,1,1,1,0,0,1,0
1,24,3,4712,4,2,4,0,2,1,37,0,1,2,3,1,1,1,1,0,0,1,0
0,15,2,806,0,2,4,0,4,1,22,2,1,1,1,1,0,1,1,0,1,0,0
3,21,2,1572,3,4,4,0,4,0,36,0,1,1,1,1,0,1,1,0,1,0,0
1,24,0,4241,0,2,1,0,4,0,36,2,1,3,1,1,1,1,2,0,0,1,0
3,24,3,3863,0,2,1,0,2,3,32,2,2,1,2,1,0,1,1,0,0,1,0
3,24,4,4526,0,2,3,0,2,0,74,2,1,1,3,1,1,1,1,0,0,1,0
1,48,0,12204,4,2,2,0,2,2,48,0,1,1,3,1,1,1,1,0,0,1,0
1,21,4,3652,0,3,2,0,3,1,27,2,1,2,2,1,0,1,1,0,0,1,0
3,48,2,3914,4,2,4,0,2,0,38,0,1,1,2,1,0,1,2,1,0,0,0
3,36,3,7980,4,1,4,0,4,2,27,2,0,2,2,1,1,1,2,0,0,1,0
1,30,0,4221,0,2,2,0,1,2,28,2,1,2,2,1,0,1,1,0,1,0,0
3,48,1,3609,0,2,1,0,1,0,27,1,1,1,2,1,0,1,1,0,1,0,0
3,24,4,4139,1,2,3,0,3,1,27,2,1,2,1,1,1,1,1,0,0,1,0
3,36,2,5742,1,3,2,0,2,2,31,2,1,2,2,1,1,1,1,0,0,1,0
3,21,3,2580,2,1,4,0,2,0,41,0,1,1,1,2,0,1,2,0,0,1,0
1,36,3,9857,1,3,1,0,3,1,31,2,1,2,1,2,1,1,1,0,0,1,0
1,30,3,2503,1,4,4,0,2,1,41,1,1,2,2,1,0,1,1,0,0,1,0
1,27,2,2528,0,1,4,0,1,1,32,2,1,1,2,2,1,1,1,0,1,0,0
1,48,1,6416,0,4,4,0,3,3,59,2,0,1,2,1,0,1,2,0,1,0,0
2,24,4,1275,3,2,2,0,4,0,36,2,1,2,2,1,1,1,1,1,0,0,0
1,30,0,4280,1,2,4,0,4,2,26,2,0,2,1,1,0,1,2,0,1,0,0
0,13,4,1797,0,1,3,0,1,1,28,0,1,2,1,1,0,1,1,0,0,1,0
1,12,2,841,1,3,2,0,4,0,23,2,0,1,1,1,0,1,1,0,1,0,0
1,18,2,1941,3,2,4,0,2,1,35,2,1,1,1,1,1,1,1,0,0,1,0
1,21,2,1188,0,4,2,0,4,1,39,2,1,1,2,2,0,1,2,0,1,0,0
1,8,2,907,0,1,3,0,2,0,26,2,1,1,2,1,1,1,1,0,0,0,1
3,18,0,4165,0,2,2,0,2,2,36,1,1,2,2,2,0,1,2,0,0,1,0
1,48,3,6681,4,2,4,0,4,3,38,2,2,1,2,2,1,1,1,0,0,1,0
3,24,3,2375,2,2,4,0,2,2,44,2,1,2,2,2,1,1,1,0,0,1,0
0,45,0,11816,0,4,2,0,4,2,29,2,0,2,2,1,0,1,2,0,0,1,0
3,24,1,1559,0,3,4,0,4,2,50,0,1,1,2,1,1,1,1,0,0,1,0
3,18,3,2169,0,2,4,0,2,2,28,2,1,1,2,1,1,1,2,0,0,0,1
3,36,2,7409,4,4,3,0,2,1,37,2,1,2,2,1,0,1,1,0,0,1,0
0,24,4,1382,1,3,4,0,1,0,26,2,1,2,2,1,1,1,1,0,0,1,0
1,24,4,2825,4,3,4,0,3,3,34,2,1,2,2,2,1,1,1,0,0,1,0
1,48,2,15672,0,2,2,0,2,2,23,2,1,1,2,1,1,1,2,0,0,1,0
0,27,4,2442,0,4,4,0,4,2,43,1,1,4,3,2,1,1,1,0,0,1,0
3,11,2,2142,3,4,1,0,2,0,28,2,1,1,2,1,1,1,1,1,0,0,0
0,24,1,3161,0,2,4,0,2,1,31,2,0,1,2,1,1,1,2,0,0,1,0
1,18,4,3590,0,0,3,0,3,2,40,2,1,3,0,2,1,1,1,0,0,0,1
0,36,3,2145,0,3,2,0,1,2,24,2,1,2,2,1,1,1,2,0,0,1,0
0,60,2,7297,0,4,4,1,4,3,36,2,0,1,2,1,0,1,2,0,0,1,0
1,18,3,2427,4,4,4,0,2,1,42,2,1,2,2,1,0,1,1,0,0,1,0
3,48,2,4844,0,0,3,0,2,2,33,0,0,1,3,1,1,1,2,0,0,1,0
2,42,0,6289,0,1,2,0,1,1,33,2,1,2,2,1,0,1,1,1,0,0,0
