Status checking,Duration in month,Credit history,Credit amount,Savings account,Present employment,Installment rate %,Other debtors,Present residence,Property,Age in years,Other installment plans,Housing,# Existing credits,Job,# Dependents,Telephone,Foreign worker,Class,Male div,Female div/mar,Male sing,Male mar/wid
3,15,2,4657,0,2,3,0,2,2,30,2,1,1,2,1,1,1,1,0,0,1,0
0,48,0,4605,0,4,3,0,4,3,24,2,2,2,2,2,0,1,2,0,0,1,0
3,15,2,3812,1,1,1,0,4,2,23,2,1,1,2,1,1,1,1,0,1,0,0
3,15,4,3368,3,4,3,0,4,3,23,2,0,2,2,1,1,1,1,0,0,1,0
0,48,2,4788,0,3,4,0,3,1,26,2,1,1,2,2,0,1,1,0,0,1,0
1,36,2,9398,0,1,1,0,4,2,28,2,0,1,3,1,1,1,2,0,0,0,1
0,24,4,6419,0,4,2,0,4,3,44,2,2,2,3,2,1,1,1,0,1,0,0
2,42,4,4796,0,4,4,0,4,3,56,2,2,1,2,1,0,1,1,0,0,1,0
3,12,2,4675,4,1,1,0,4,2,20,2,0,1,2,1,0,1,1,0,1,0,0
3,30,2,4811,4,3,2,0,4,1,24,1,0,1,1,1,0,1,1,0,1,0,0
0,24,2,2910,0,3,2,0,1,3,34,2,2,1,3,1,1,1,1,0,0,1,0
0,24,4,6615,0,0,2,0,4,3,75,2,2,2,3,1,1,1,1,0,0,1,0
3,48,4,11590,1,2,2,0,4,2,24,0,0,2,1,1,0,1,2,0,1,0,0
3,18,4,3229,4,0,2,0,4,3,38,2,1,1,3,1,1,1,1,0,0,1,0
3,18,4,3850,0,3,3,0,1,2,27,2,1,2,2,1,0,1,1,0,0,1,0
1,18,2,12976,0,0,3,0,4,3,38,2,2,1,3,1,1,1,2,0,1,0,0
3,24,4,2197,4,3,4,0,4,2,43,2,1,2,2,2,1,1,1,0,0,1,0
3,33,4,7253,0,3,3,0,2,2,35,2,1,2,3,1,1,1,1,0,0,1,0
3,36,4,5842,0,4,2,0,2,1,35,2,1,2,2,2,1,1,1,0,0,1,0
1,12,2,2028,4,2,4,0,2,2,30,2,1,1,2,1,0,1,1,0,0,1,0
1,18,2,2779,0,2,1,0,3,2,21,2,0,1,2,1,1,1,1,0,0,0,1
3,36,4,11054,4,2,4,0,2,2,30,2,1,1,3,1,1,1,1,0,0,1,0
3,24,2,2670,0,4,4,0,4,2,35,2,1,1,3,1,1,1,1,0,0,1,0
3,24,2,2679,0,1,4,0,1,3,29,2,1,1,3,1,1,1,1,0,1,0,0
0,12,2,3386,0,4,3,0,4,3,35,2,2,1,2,1,1,1,2,0,0,1,0
0,24,2,2924,0,2,3,2,4,3,63,0,1,1,2,2,1,1,1,0,0,1,0
3,24,3,4679,0,3,3,0,3,2,35,2,1,2,1,1,1,1,1,0,0,1,0
3,39,2,2569,2,2,4,0,4,2,24,2,1,1,2,1,0,1,1,0,0,1,0
0,36,2,5493,0,4,2,0,4,3,42,2,2,1,2,2,0,1,1,0,0,1,0
2,15,4,2360,2,2,2,0,2,2,36,2,1,1,2,1,1,1,1,0,0,1,0
3,39,2,8588,1,4,4,0,2,2,45,2,1,1,3,1,1,1,1,0,0,1,0
3,36,2,4686,0,2,2,0,2,3,32,2,2,1,3,1,1,1,1,0,0,1,0
3,24,2,3488,1,3,3,0,4,2,23,2,1,1,2,1,0,1,1,0,1,0,0
1,26,2,7966,0,1,2,0,3,2,30,2,1,2,2,1,0,1,1,0,0,1,0
3,12,3,1503,0,2,4,0,4,0,41,2,0,1,2,1,0,1,1,0,0,0,1
3,48,4,8858,4,3,2,0,1,3,35,2,2,2,2,1,1,1,1,0,0,1,0
0,24,2,2964,4,4,4,0,4,3,49,0,2,1,2,2,1,1,1,0,0,1,0
3,24,2,5433,4,0,2,0,4,1,26,2,0,1,3,1,1,1,1,0,1,0,0
3,15,2,1300,4,4,4,0,4,3,45,0,2,1,2,2,0,1,1,0,0,1,0
0,24,1,3632,0,2,1,2,4,2,22,0,0,1,2,1,0,0,1,0,1,0,0
3,24,4,2346,0,3,4,0,3,2,35,2,1,2,2,1,1,1,1,0,0,1,0
3,6,2,1236,2,2,2,0,4,1,50,2,0,1,2,1,0,1,1,0,0,1,0
0,48,4,6331,0,4,4,0,4,3,46,2,2,2,2,1,1,1,2,0,0,1,0
3,21,2,2476,4,4,4,0,4,0,46,2,1,1,3,1,1,1,1,0,0,1,0
3,30,4,7596,4,4,1,0,4,2,63,2,1,2,2,1,0,1,1,0,0,1,0
1,20,0,6148,1,4,3,0,4,2,31,0,1,2,2,1,1,1,1,0,0,0,1
3,24,2,2603,3,2,2,0,4,2,28,2,0,1,2,1,1,1,1,0,1,0,0
1,24,2,11560,0,2,1,0,4,2,23,2,0,2,3,1,0,1,2,0,1,0,0
3,21,2,5248,4,2,1,0,3,2,26,2,1,1,2,1,0,1,1,0,0,1,0
3,15,2,3029,0,3,2,0,2,2,33,2,1,1,2,1,0,1,1,0,0,1,0
3,10,2,2901,4,1,1,0,4,0,31,2,0,1,2,1,0,1,1,0,1,0,0
0,24,2,2812,4,4,2,0,4,0,26,2,0,1,2,1,0,1,1,0,1,0,0
3,21,4,3275,0,4,1,0,4,2,36,2,1,1,3,1,1,1,1,0,0,1,0
3,36,4,5711,3,4,4,0,2,2,38,2,1,2,3,1,1,1,1,0,0,1,0
1,20,2,6468,4,0,1,0,4,0,60,2,1,1,3,1,1,1,1,1,0,0,0
3,48,4,2751,4,4,4,0,3,2,38,2,1,2,2,2,1,1,1,0,0,1,0
3,24,2,6313,4,4,3,0,4,2,41,2,1,1,3,2,1,1,1,0,0,1,0
0,18,2,7511,4,4,1,0,4,1,51,2,2,1,2,2,1,1,2,0,0,1,0
1,42,1,9283,0,0,1,0,2,3,55,0,2,1,3,1,1,1,1,0,0,1,0
0,36,4,9629,0,3,4,0,4,2,24,2,1,2,2,1,1,1,2,0,0,1,0
0,36,2,8335,4,4,3,0,4,3,47,2,2,1,2,1,0,1,2,0,0,1,0
0,24,4,2957,0,4,4,0,4,1,63,2,1,2,2,1,1,1,1,0,0,1,0
3,21,3,2993,0,2,3,0,2,0,28,1,1,2,1,1,0,1,1,0,0,1,0
3,24,4,4042,4,3,3,0,4,1,43,2,1,2,2,1,1,1,1,0,0,1,0
3,24,4,5804,3,2,4,0,2,0,27,2,1,2,2,1,0,1,1,0,0,1,0
3,24,2,7814,0,3,3,0,3,2,38,2,1,1,3,1,1,1,1,0,0,1,0
3,24,2,9277,4,2,2,0,4,3,48,2,2,1,2,1,1,1,1,1,0,0,0
3,28,1,7824,4,1,3,2,4,0,40,0,0,2,2,2,1,1,1,0,0,1,0
1,36,4,5800,0,2,3,0,4,2,34,2,1,2,2,1,1,1,1,0,0,1,0
3,36,3,8947,4,3,3,0,2,2,31,1,1,1,3,2,1,1,1,0,0,1,0
3,36,4,10477,4,4,2,0,4,3,42,2,2,2,2,1,0,1,1,0,0,1,0
3,15,3,3594,0,1,1,0,2,1,46,2,1,2,1,1,0,1,1,0,1,0,0
3,10,2,2848,1,2,1,1,2,0,32,2,1,1,2,2,0,1,1,0,0,1,0
0,48,2,10297,0,3,4,0,4,3,39,1,2,3,2,2,1,1,2,0,0,1,0
3,24,4,6842,4,2,2,0,4,1,46,2,1,2,3,2,1,1,1,0,0,1,0
1,24,2,4113,2,1,3,0,4,2,28,2,0,1,2,1,0,1,2,0,1,0,0
0,36,2,8229,0,2,2,0,2,1,26,2,1,1,2,2,0,1,2,0,0,1,0
0,24,2,6579,0,0,4,0,2,3,29,2,2,1,3,1,1,1,1,0,0,1,0
0,30,2,3857,0,2,4,0,4,1,40,2,1,1,3,1,1,1,1,1,0,0,0
1,45,4,4576,1,0,3,0,4,2,27,2,1,1,2,1,0,1,1,0,0,1,0
