Status checking,Duration in month,Credit history,Credit amount,Savings account,Present employment,Installment rate %,Other debtors,Present residence,Property,Age in years,Other installment plans,Housing,# Existing credits,Job,# Dependents,Telephone,Foreign worker,Class,Male div,Female div/mar,Male sing,Male mar/wid
0,18,2,3650,0,1,1,0,4,2,22,2,0,1,2,1,0,1,1,0,1,0,0
0,36,2,3446,0,4,4,0,2,2,42,2,1,1,2,2,0,1,2,0,0,1,0
1,18,2,3001,0,3,2,0,4,0,40,2,0,1,2,1,0,1,1,0,1,0,0
3,10,4,2146,0,1,1,0,3,0,23,2,0,2,2,1,0,1,1,0,1,0,0
0,20,2,2212,4,3,4,0,4,2,39,2,1,1,2,1,1,1,1,0,0,1,0
1,18,4,7374,0,0,4,0,4,1,40,1,1,2,3,1,1,1,1,0,0,1,0
1,12,2,983,3,1,1,0,4,0,19,2,0,1,1,1,0,1,1,0,1,0,0
3,9,4,2406,0,0,2,0,3,2,31,2,1,1,3,1,0,1,1,0,0,1,0
0,12,2,2578,0,0,3,0,4,3,55,2,2,1,3,1,0,1,1,0,1,0,0
0,36,4,2348,0,2,3,0,2,1,46,2,1,2,2,1,1,1,1,0,0,0,1
3,21,3,1591,1,3,4,0,3,0,34,2,1,2,3,1,0,1,1,0,0,1,0
1,12,2,2762,4,4,1,0,2,1,25,0,1,1,2,1,1,1,2,0,1,0,0
3,9,2,1313,0,4,1,0,4,2,20,2,1,1,2,1,0,1,1,0,0,1,0
0,6,4,1872,0,0,4,0,4,3,36,2,2,3,3,1,1,1,1,0,0,1,0
0,9,2,2136,0,2,3,0,2,0,25,2,1,1,2,1,0,1,1,0,0,1,0
0,12,2,1620,0,2,2,1,3,1,30,2,1,1,2,1,0,1,1,0,1,0,0
1,48,4,5096,0,2,2,0,3,2,30,2,1,1,3,1,1,1,2,0,1,0,0
2,12,2,1424,4,4,3,0,4,0,55,2,1,1,3,1,1,1,1,0,1,0,0
3,12,0,2759,0,4,2,0,4,1,34,2,1,2,2,1,0,1,1,0,0,1,0
0,36,2,3620,0,2,1,2,2,1,37,2,1,1,2,2,0,1,1,0,0,1,0
1,12,2,3017,0,1,3,0,1,0,34,2,0,1,3,1,0,1,1,0,1,0,0
0,18,0,3114,0,1,1,0,4,1,26,2,0,1,2,1,0,1,2,0,1,0,0
0,15,4,1478,0,4,4,0,4,2,44,2,1,2,2,2,1,1,1,0,0,1,0
0,30,2,3622,3,4,4,0,4,1,57,2,0,2,2,1,1,1,1,0,1,0,0
3,15,3,960,3,3,3,0,2,1,30,2,1,2,2,1,0,1,1,0,1,0,0
0,24,2,2996,4,2,2,0,4,2,20,2,1,1,2,1,0,1,2,0,0,0,1
1,36,2,9034,1,1,4,1,1,3,29,2,0,1,3,1,1,1,2,0,0,1,0
3,24,4,1585,0,3,4,0,3,1,40,2,1,2,2,1,0,1,1,0,0,1,0
3,36,4,7127,0,1,2,0,4,1,23,2,0,2,2,1,1,1,2,0,1,0,0
0,48,0,7119,0,2,3,0,4,3,53,2,2,2,2,2,0,1,2,0,0,1,0
1,18,4,3612,0,4,3,0,4,1,37,2,1,1,2,1,1,1,1,0,1,0,0
2,18,2,3049,0,1,1,0,1,1,45,1,1,1,1,1,0,1,1,0,1,0,0
0,30,2,6350,4,4,4,0,4,1,31,2,1,1,2,1,0,1,2,0,0,1,0
2,18,2,2864,0,2,2,0,1,0,34,2,1,1,1,2,0,1,2,0,0,1,0
0,24,1,3552,0,3,3,0,4,2,27,0,1,1,2,1,0,1,2,0,0,1,0
1,18,4,1928,0,1,2,0,2,0,31,2,1,2,1,1,0,1,2,0,0,1,0
0,24,2,3234,0,1,4,0,4,0,23,2,0,1,1,1,1,1,2,0,1,0,0
3,15,4,2788,0,3,2,1,3,2,24,0,1,2,2,1,0,1,1,0,1,0,0
3,9,2,1388,0,2,4,0,2,0,26,2,0,1,2,1,0,1,1,0,1,0,0
0,18,2,2039,0,2,1,0,4,0,20,0,0,1,2,1,0,1,2,0,1,0,0
0,12,2,1289,0,2,4,2,1,1,21,2,1,1,1,1,0,1,1,0,0,1,0
0,12,4,2246,0,4,3,0,3,1,60,2,1,2,2,1,0,1,2,0,0,1,0
1,9,2,918,0,2,4,0,1,1,30,2,1,1,2,1,0,1,2,0,1,0,0
3,36,2,3349,0,2,4,0,2,2,28,2,1,1,3,1,1,1,2,0,1,0,0
2,10,2,1275,0,1,4,0,2,1,23,2,1,1,2,1,0,1,1,0,1,0,0
0,24,1,2828,2,2,4,0,4,0,22,1,1,1,2,1,1,1,1,0,0,1,0
3,18,3,1808,0,3,4,0,1,0,22,2,1,1,2,1,0,1,2,0,1,0,0
1,30,2,3441,1,2,2,1,4,2,21,2,0,1,2,1,0,1,2,0,1,0,0
0,12,2,1858,0,1,4,0,1,2,22,2,0,1,2,1,0,1,1,0,1,0,0
2,6,2,2116,0,2,2,0,2,0,41,2,1,1,2,1,1,1,1,0,0,1,0
3,42,4,4042,2,2,4,0,4,0,36,2,1,2,2,1,1,1,1,0,0,1,0
0,18,1,1553,0,2,4,0,3,2,44,0,1,1,2,1,0,1,2,0,0,1,0
3,9,2,1980,0,1,2,1,2,2,19,2,0,2,2,1,0,1,2,0,1,0,0
0,30,0,4583,0,2,2,2,2,0,32,2,1,2,2,1,0,1,1,1,0,0,0
1,12,2,1922,0,2,4,0,2,1,37,2,1,1,1,1,0,1,2,0,0,1,0
1,18,4,6361,0,4,2,0,1,3,41,2,1,1,2,1,1,1,1,0,0,1,0
3,21,2,2241,0,4,4,0,2,0,50,2,1,2,2,1,0,1,1,0,0,1,0
1,6,3,1050,0,0,4,0,1,1,35,1,1,2,3,1,1,1,1,0,0,1,0
1,30,1,3496,3,2,4,0,2,2,34,1,1,1,2,2,1,1,1,0,0,1,0
3,24,4,5150,0,4,4,0,4,2,33,2,1,1,2,1,1,1,1,0,0,1,0
0,15,4,975,0,2,2,0,3,1,25,2,1,2,2,1,0,1,1,1,0,0,0
3,12,2,1123,2,2,4,0,4,2,29,2,0,1,1,1,0,1,2,0,1,0,0
1,12,0,2969,0,1,4,0,3,1,25,2,0,2,2,1,0,1,2,0,1,0,0
0,24,1,2483,2,2,4,0,4,0,22,1,1,1,2,1,1,1,1,0,0,1,0
0,39,4,14179,4,3,4,0,4,1,30,2,1,2,3,1,1,1,1,0,0,1,0
0,6,2,428,0,4,2,0,1,1,49,0,1,1,2,1,1,1,1,0,1,0,0
0,18,4,2124,0,2,4,0,4,0,24,2,0,2,2,1,0,1,2,0,1,0,0
0,30,2,3108,0,1,2,0,4,1,31,2,1,1,1,1,0,1,2,1,0,0,0
1,12,4,3617,0,4,1,0,4,2,28,2,0,3,2,1,1,1,1,0,0,1,0
3,6,4,1221,4,2,1,0,2,1,27,2,1,2,2,1,0,1,1,0,0,0,1
2,24,2,2892,0,4,3,0,4,3,51,2,2,1,2,1,0,1,1,1,0,0,0
3,24,2,3062,2,4,4,0,3,3,32,2,0,1,2,1,1,1,1,0,0,1,0
3,9,2,2301,1,1,2,0,4,1,22,2,0,1,2,1,0,1,1,0,1,0,0
3,12,4,1258,0,1,2,0,4,1,22,2,0,2,1,1,0,1,1,0,1,0,0
0,20,4,4272,0,4,1,0,4,1,24,2,1,2,2,1,0,1,1,0,1,0,0
0,36,2,2712,0,4,2,0,2,1,41,0,1,1,2,2,0,1,2,0,0,1,0
3,18,4,3780,0,1,3,0,2,2,35,2,1,2,3,1,1,1,1,1,0,0,0
3,4,2,601,0,1,1,0,3,0,23,2,0,1,1,2,0,1,1,0,1,0,0
0,36,2,5179,0,3,4,0,2,1,29,2,1,1,2,1,0,1,2,0,0,1,0
3,18,2,3422,0,4,4,0,4,1,47,0,1,3,2,2,1,1,1,0,0,1,0
1,21,2,3976,4,3,2,0,3,2,35,2,1,1,2,1,1,1,1,0,0,1,0
3,15,4,3343,0,2,4,0,2,3,28,2,2,1,2,1,1,1,1,0,0,1,0
3,27,4,4526,3,1,4,0,2,0,32,1,1,2,1,2,1,1,1,0,0,1,0
3,10,2,2210,0,2,2,0,2,0,25,0,0,1,1,1,0,1,2,0,0,1,0
3,15,2,2221,2,2,2,0,4,2,20,2,0,1,2,1,0,1,1,0,1,0,0
3,12,4,3331,0,4,2,0,4,1,42,1,1,1,2,1,0,1,1,0,0,1,0
0,12,2,652,0,4,4,0,4,1,24,2,0,1,2,1,0,1,1,0,1,0,0
3,36,3,7678,2,3,2,0,4,2,40,2,1,2,2,1,1,1,1,0,1,0,0
0,12,2,3590,0,2,2,1,2,1,29,2,1,1,1,2,0,1,1,0,0,1,0
1,24,2,4057,0,3,3,0,3,2,43,2,1,1,2,1,1,1,2,1,0,0,0
3,12,4,1592,3,3,3,0,2,1,35,2,1,1,2,1,0,0,1,0,1,0,0
3,15,2,2186,4,3,1,0,4,0,33,0,0,1,1,1,0,1,1,0,1,0,0
0,18,2,4153,0,2,2,1,3,2,42,2,1,1,2,1,0,1,2,0,0,1,0
1,24,4,4736,0,1,2,0,4,2,25,0,1,1,1,1,0,1,2,0,1,0,0
0,24,2,2359,1,0,1,0,1,1,33,2,1,1,2,1,0,1,2,1,0,0,0
0,24,2,3345,0,4,4,0,2,1,39,2,0,1,3,1,1,1,2,0,0,1,0
3,18,4,1817,0,2,4,0,2,3,28,2,1,2,2,1,0,1,1,0,1,0,0
0,24,1,6872,0,1,2,0,1,1,55,0,1,1,2,1,1,1,2,1,0,0,0
0,18,4,1049,0,1,4,0,4,1,21,2,0,1,2,1,0,1,1,0,1,0,0
0,24,2,1747,0,1,4,1,1,1,24,2,1,1,1,1,0,0,1,0,0,1,0
3,24,2,929,4,3,4,0,2,2,31,1,1,1,2,1,1,1,1,0,0,1,0
0,15,2,1845,0,1,4,2,1,1,46,2,0,1,2,1,0,1,1,0,1,0,0
0,24,1,3349,2,1,4,0,4,3,30,2,2,1,2,2,1,1,2,0,0,1,0
3,18,2,1533,0,1,4,1,1,1,43,2,1,1,1,2,0,1,2,0,0,0,1
3,36,2,10974,0,0,4,0,2,2,26,2,1,2,3,1,1,1,2,0,1,0,0
1,24,2,3069,1,4,4,0,4,3,30,2,2,1,2,1,0,1,1,0,0,1,0
1,30,4,8386,0,3,2,0,2,1,49,2,1,1,2,1,0,1,2,0,0,1,0
3,24,4,2028,0,3,2,0,2,1,30,2,1,2,1,1,0,1,1,0,0,1,0
0,15,4,1433,0,2,4,0,3,1,25,2,0,2,2,1,0,1,1,0,1,0,0
0,36,2,3959,0,0,4,0,3,1,30,2,1,1,3,1,1,1,1,0,0,1,0
3,12,2,1736,0,3,3,0,4,0,31,2,1,1,1,1,0,1,1,0,1,0,0
