Status checking,Duration in month,Credit history,Credit amount,Savings account,Present employment,Installment rate %,Other debtors,Present residence,Property,Age in years,Other installment plans,Housing,# Existing credits,Job,# Dependents,Telephone,Foreign worker,Class,Male div,Female div/mar,Male sing,Male mar/wid
3,12,2,1963,0,3,4,0,2,2,31,2,0,2,3,2,1,1,1,0,0,1,0
3,15,4,1360,0,2,4,0,2,1,31,2,1,2,2,1,0,1,1,0,0,1,0
0,12,2,674,1,3,4,0,1,1,20,2,1,1,2,1,0,1,2,0,0,0,1
3,6,2,2108,0,3,2,0,2,0,29,2,0,1,2,1,0,1,1,0,0,0,1
1,45,2,3031,1,2,4,2,4,1,21,2,0,1,2,1,0,1,2,0,0,1,0
3,6,4,1382,0,2,1,0,1,2,28,2,1,2,2,1,1,1,1,0,1,0,0
3,9,4,3074,4,2,1,0,2,0,33,2,1,2,2,2,0,1,1,0,0,1,0
3,36,2,3835,4,4,2,0,4,0,45,2,1,1,1,1,1,1,1,0,1,0,0
3,36,4,3342,4,4,4,0,2,2,51,2,1,1,2,1,1,1,1,0,0,1,0
2,36,2,3913,0,2,2,0,2,0,23,2,1,1,2,1,1,1,1,0,0,1,0
1,12,2,625,0,1,4,2,1,0,26,0,1,1,1,1,0,1,1,0,0,0,1
3,12,2,707,0,2,4,0,2,0,30,0,1,2,2,1,0,1,1,0,0,1,0
1,48,2,10961,3,3,1,1,2,3,27,0,1,2,2,1,1,1,2,0,0,1,0
3,9,2,1478,0,3,4,0,2,2,22,2,1,1,2,1,0,1,2,0,0,1,0
2,36,2,4210,0,2,4,0,2,2,26,2,1,1,2,1,0,1,2,0,0,1,0
3,12,2,2141,1,3,3,0,1,3,35,2,1,1,2,1,0,1,1,0,0,1,0
1,18,2,866,0,2,4,2,2,0,25,2,1,1,1,1,0,1,1,0,0,0,1
3,4,4,1544,0,3,2,0,1,0,42,2,1,3,1,2,0,1,1,0,0,1,0
0,24,2,1823,0,0,4,0,2,2,30,1,1,1,3,2,0,1,2,0,0,1,0
3,12,4,1291,0,2,4,0,2,1,35,2,1,2,2,1,0,1,1,0,1,0,0
0,30,2,2522,0,4,1,2,3,1,39,2,1,1,2,2,0,1,1,0,0,1,0
3,6,2,1595,0,3,3,0,2,1,51,2,1,1,2,2,0,1,1,0,0,1,0
3,12,4,717,0,4,4,0,4,0,52,2,1,3,2,1,0,1,1,0,0,1,0
3,18,2,433,0,0,3,1,4,0,22,2,0,1,2,1,0,1,2,0,1,0,0
1,60,3,7418,4,2,1,0,1,0,27,2,1,1,1,1,0,1,1,0,0,1,0
3,24,4,2684,0,2,4,0,2,0,35,2,1,2,1,1,0,1,1,0,0,1,0
0,12,1,2149,0,2,4,0,1,3,29,2,2,1,2,1,0,1,2,1,0,0,0
3,11,4,1154,1,0,4,0,4,0,57,2,1,3,1,1,0,1,1,0,1,0,0
0,24,2,1603,0,4,4,0,4,2,55,2,1,1,2,1,0,1,1,0,1,0,0
1,15,2,802,0,4,4,0,3,2,37,2,1,1,2,2,0,1,2,0,0,1,0
3,24,2,1533,0,1,4,0,3,2,38,1,1,1,2,1,1,1,1,0,1,0,0
3,24,2,999,4,4,4,0,2,2,25,2,1,2,2,1,0,1,1,0,0,1,0
1,48,2,3060,0,3,4,0,4,0,28,2,1,2,2,1,0,1,2,0,0,1,0
3,9,2,2697,0,2,1,0,2,0,32,2,1,1,2,2,0,1,1,0,0,1,0
3,18,4,2404,0,2,2,0,2,2,26,2,1,2,2,1,0,1,1,0,1,0,0
3,24,2,1901,1,2,4,0,4,2,29,2,0,1,3,1,1,1,1,0,0,1,0
2,18,1,1445,4,3,4,0,4,2,49,0,1,1,1,1,0,1,1,0,0,1,0
1,12,2,1092,0,2,4,2,4,0,49,2,1,2,2,1,1,1,1,0,1,0,0
0,24,3,1024,0,1,4,0,4,0,48,1,1,1,2,1,0,1,2,0,0,0,1
1,36,0,3804,0,2,4,0,1,2,42,2,1,1,2,1,1,1,2,0,1,0,0
0,12,2,727,1,1,4,0,3,3,33,2,1,1,1,1,1,1,2,0,0,0,1
0,24,2,1938,0,1,4,0,3,1,32,2,1,1,2,1,0,1,2,1,0,0,0
2,36,2,4473,0,4,4,0,2,2,31,2,1,1,2,1,0,1,1,0,0,1,0
1,6,2,1068,0,4,4,0,4,2,28,2,1,1,2,2,0,1,1,0,0,1,0
1,13,2,2101,0,1,2,2,4,1,23,2,1,1,1,1,0,1,1,0,1,0,0
1,18,2,3213,2,1,1,0,3,0,25,2,0,1,2,1,0,1,1,0,0,0,1
3,15,4,1459,0,2,4,0,2,2,43,2,1,1,1,1,0,1,1,0,1,0,0
1,13,4,882,0,1,4,2,4,0,23,2,1,2,2,1,0,1,1,0,0,1,0
1,24,2,3758,2,0,1,0,4,3,23,2,0,1,0,1,0,1,1,0,1,0,0
0,12,0,6199,0,2,4,0,2,1,28,2,0,2,2,1,1,1,2,0,0,1,0
3,12,4,2331,4,4,1,1,4,0,49,2,1,1,2,1,1,1,1,0,0,1,0
3,36,3,4463,0,2,4,0,2,2,26,2,1,2,3,1,1,1,2,0,0,1,0
3,12,2,776,0,2,4,0,2,0,28,2,1,1,2,1,0,1,1,0,0,0,1
2,12,2,3399,4,4,2,0,3,2,37,2,1,1,3,1,0,1,1,0,0,1,0
3,18,4,6070,0,4,3,0,4,2,33,2,1,2,2,1,1,1,1,0,0,1,0
3,18,3,2320,0,0,2,0,3,0,34,2,1,2,2,1,0,1,1,0,0,0,1
3,7,3,846,4,4,3,0,4,3,36,2,2,1,2,1,0,1,1,0,0,1,0
3,18,4,2238,0,2,2,0,1,2,25,2,1,2,2,1,0,1,1,0,1,0,0
3,18,2,1126,4,1,4,0,2,0,21,2,0,1,2,1,1,1,1,0,1,0,0
0,6,4,1957,0,3,1,0,4,2,31,2,1,1,2,1,0,1,1,0,1,0,0
3,24,4,1516,3,2,4,0,1,0,43,2,1,2,1,1,0,1,1,0,1,0,0
3,18,2,1473,0,1,3,0,4,0,39,2,1,1,2,1,1,1,1,0,0,0,1
1,24,2,2039,0,1,1,0,1,1,22,2,1,1,2,1,1,1,2,0,0,0,1
0,15,2,1053,0,1,4,0,2,0,27,2,1,1,2,1,0,0,1,0,0,0,1
3,24,2,3235,2,4,3,0,2,2,26,2,1,1,3,1,1,1,1,1,0,0,0
1,24,2,1967,0,4,4,0,4,2,20,2,1,1,2,1,1,1,1,0,1,0,0
3,28,4,2743,0,4,4,0,2,2,29,2,1,2,2,1,0,1,1,0,0,1,0
3,18,4,1149,3,2,4,0,3,0,46,2,1,2,2,1,0,1,1,0,0,1,0
1,12,2,1484,4,2,2,0,1,0,25,2,1,1,2,1,1,1,2,0,0,0,1
1,7,2,2576,0,2,2,2,2,0,35,2,1,1,2,1,0,1,1,0,0,1,0
3,6,2,518,0,2,3,0,1,0,29,2,1,1,2,1,0,1,1,0,1,0,0
3,18,2,4594,0,1,3,0,2,2,32,2,1,1,2,1,1,1,1,0,0,1,0
0,24,3,1659,0,1,4,0,2,2,29,2,0,1,1,1,1,1,2,0,1,0,0
3,48,3,7238,4,4,3,0,3,2,32,0,1,2,2,2,0,1,1,0,0,1,0
1,24,2,3092,1,1,3,0,2,2,22,2,0,1,2,1,1,1,2,0,0,0,1
1,18,4,1245,0,2,4,0,2,2,33,2,1,1,2,1,0,1,2,0,0,0,1
2,24,2,5152,0,3,4,0,2,2,25,0,1,1,2,1,0,1,1,0,0,1,0
1,12,4,3573,0,2,1,0,1,0,23,2,1,1,1,1,0,1,1,0,1,0,0
3,12,2,3077,0,2,2,0,4,2,52,2,1,1,2,1,1,1,1,0,0,1,0
3,12,4,1934,0,4,2,0,2,3,26,2,1,2,2,1,0,1,1,0,0,1,0
3,6,4,1237,1,2,1,0,1,1,27,2,1,2,2,1,0,1,1,0,1,0,0
1,6,2,368,4,4,4,0,4,1,38,2,1,1,2,1,0,1,1,0,0,1,0
1,18,2,1301,0,4,4,2,2,0,32,2,1,1,1,1,0,1,1,0,0,0,1
2,9,2,1126,1,4,2,0,4,0,49,2,1,1,2,1,0,1,1,1,0,0,0
1,24,4,1216,1,1,4,0,4,3,38,0,1,2,2,2,0,1,2,0,0,1,0
3,24,2,1413,0,2,4,0,2,1,28,2,1,1,2,1,0,1,1,0,0,0,1
1,12,3,585,0,2,4,1,4,0,20,2,0,2,2,1,0,1,1,0,0,0,1
3,6,4,700,4,4,4,0,4,3,36,2,2,2,2,1,0,1,1,0,0,1,0
0,18,2,3190,0,2,2,0,2,0,24,2,1,1,2,1,0,1,2,0,1,0,0
1,18,2,1113,0,2,4,2,4,0,26,2,1,1,1,2,0,1,1,0,1,0,0
3,4,4,1503,0,3,2,0,1,0,42,2,1,2,1,2,0,1,1,0,0,1,0
0,36,2,2302,0,2,4,0,4,2,31,2,0,1,2,1,0,1,2,1,0,0,0
3,24,2,1311,1,3,4,0,3,1,26,2,1,1,2,1,1,1,1,0,0,0,1
3,24,2,3105,4,1,4,0,2,2,25,2,1,2,2,1,0,1,1,0,0,1,0
1,12,2,1534,0,1,1,0,1,0,23,2,0,1,2,1,0,1,2,0,0,0,1
3,24,2,1552,0,3,3,0,1,2,32,0,1,1,2,2,0,1,1,0,0,1,0
0,12,1,626,0,2,4,0,4,0,24,0,1,1,1,1,0,1,2,0,1,0,0
3,6,1,1750,2,4,2,0,4,1,45,0,1,1,1,2,0,1,1,0,0,1,0
0,48,2,6999,0,3,1,2,1,0,34,2,1,2,2,1,1,1,2,0,0,0,1
1,12,2,1331,0,1,2,0,1,2,22,1,1,1,2,1,0,1,2,0,0,1,0
0,24,1,1546,0,3,4,2,4,2,24,0,0,1,1,1,0,1,2,0,0,1,0
2,6,3,683,0,1,2,0,1,1,29,0,1,1,2,1,0,1,1,0,1,0,0
1,24,3,1553,1,3,3,0,2,1,23,2,0,2,2,1,1,1,1,0,1,0,0
3,24,4,2578,3,4,2,0,2,2,34,2,1,1,2,1,0,1,1,0,0,1,0
1,48,2,3979,4,3,4,0,1,2,41,2,1,2,2,2,1,1,1,0,0,1,0
0,48,2,6758,0,2,3,0,2,2,31,2,1,1,2,1,1,1,2,0,1,0,0
3,30,4,5954,0,3,3,1,2,2,38,2,1,1,2,1,0,1,1,0,0,1,0
1,9,2,1082,0,4,4,0,4,2,27,2,1,2,1,1,0,1,1,0,0,1,0
1,12,2,2930,0,3,2,0,1,0,27,2,1,1,2,1,0,1,1,0,1,0,0
0,12,4,385,0,3,4,0,3,0,58,2,1,4,1,1,1,1,1,0,1,0,0
1,7,2,2329,0,1,1,2,1,0,45,2,1,1,2,1,0,1,1,0,1,0,0
1,36,2,2671,1,2,4,1,4,3,50,2,2,1,2,1,0,1,2,0,1,0,0
3,18,2,2051,0,1,4,0,1,0,33,2,1,1,2,1,0,1,1,0,0,1,0
0,21,2,3357,3,1,4,0,2,2,29,0,1,1,2,1,0,1,1,0,1,0,0
1,60,3,9157,4,2,2,0,2,3,27,2,2,1,3,1,0,1,1,0,0,1,0
0,18,2,2600,0,2,4,0,4,3,65,2,2,2,2,1,0,1,2,0,0,1,0
3,15,2,1979,4,4,4,0,2,2,35,2,1,1,2,1,0,1,1,0,0,1,0
0,24,2,3660,0,2,2,0,4,2,28,2,1,1,2,1,0,1,1,0,1,0,0
1,15,2,1444,4,1,4,0,1,1,23,2,1,1,2,1,0,1,1,0,0,1,0
3,24,2,1376,2,3,4,0,1,2,28,2,1,1,2,1,0,1,1,0,1,0,0
3,60,3,15653,0,3,2,0,4,2,21,2,1,2,2,1,1,1,1,0,0,1,0
3,12,2,1493,0,1,4,0,3,2,34,2,1,1,2,2,0,1,1,0,1,0,0
0,42,3,4370,0,3,3,0,2,1,26,0,1,2,2,2,1,1,2,0,0,1,0
3,24,4,1851,0,3,4,2,2,2,33,2,1,2,2,1,1,1,1,0,0,0,1
0,18,4,1880,0,3,4,0,1,1,32,2,1,2,3,1,1,1,1,0,0,0,1
3,48,2,10222,4,3,4,0,3,2,37,1,1,1,2,1,1,1,1,0,0,1,0
2,12,2,1297,0,2,3,0,4,0,23,2,0,1,2,1,0,1,1,0,0,0,1
2,30,4,3017,0,4,4,0,4,1,47,2,1,1,2,1,0,1,1,0,0,1,0
3,30,4,4530,0,3,4,0,4,2,26,2,0,1,3,1,1,1,1,0,1,0,0
1,72,2,5595,1,2,2,0,2,2,24,2,1,1,2,1,0,1,2,0,0,0,1
0,24,2,2384,0,4,4,0,4,0,64,0,0,1,1,1,0,1,1,0,0,1,0
3,18,2,1453,0,1,3,0,1,0,26,2,1,1,2,1,0,1,1,0,1,0,0
3,12,2,2279,4,2,4,0,4,3,37,2,2,1,2,1,1,1,1,0,0,1,0
3,15,3,1478,0,2,4,0,3,0,33,0,1,2,2,1,0,1,1,0,0,0,1
3,24,4,5103,0,1,3,0,3,3,47,2,2,3,2,1,1,1,1,0,0,0,1
2,10,4,1347,4,3,4,0,2,1,27,2,1,2,2,1,1,1,1,0,0,1,0
3,9,2,2753,1,4,3,1,4,2,35,2,1,1,2,1,1,1,1,0,0,1,0
1,24,2,2896,1,1,2,0,1,2,29,2,1,1,2,1,0,1,1,0,0,1,0
3,24,2,2284,0,3,4,0,2,2,28,2,1,1,2,1,1,1,1,0,0,1,0
1,12,2,1103,0,3,4,2,3,0,29,2,1,2,2,1,0,0,1,0,0,1,0
3,18,4,1800,0,2,4,0,2,2,24,2,1,2,2,1,0,1,1,0,0,1,0
2,24,2,1377,1,4,4,0,2,3,47,2,2,1,2,1,1,1,1,0,1,0,0
1,9,2,1206,0,4,4,0,4,0,25,2,1,1,2,1,0,1,1,0,1,0,0
1,9,2,2118,0,2,2,0,2,0,37,2,1,1,1,2,0,1,1,0,0,1,0
3,18,4,629,2,4,4,0,3,1,32,0,1,2,3,1,1,1,1,0,0,1,0
0,9,4,1138,0,2,4,0,4,0,25,2,1,2,1,1,0,1,1,0,0,1,0
3,30,4,3077,4,4,3,0,2,2,40,2,1,2,2,2,1,1,1,0,0,1,0
3,18,2,1505,0,2,4,0,2,3,32,2,2,1,3,1,1,1,1,0,0,1,0
2,24,4,3148,4,2,3,0,2,2,31,2,1,2,2,1,1,1,1,0,0,1,0
2,9,0,1337,0,1,4,0,2,2,34,2,1,2,3,1,1,1,2,0,0,1,0
1,9,2,790,2,2,4,0,3,0,66,2,1,1,1,1,0,1,1,0,1,0,0
3,15,4,1316,2,2,2,0,2,1,47,2,1,2,1,1,0,1,1,0,0,0,1
0,18,2,1882,0,2,4,0,4,2,25,0,0,2,2,1,0,1,2,0,1,0,0
1,24,3,6403,0,1,1,0,2,2,33,2,1,1,2,1,0,1,1,0,0,1,0
0,24,2,1987,0,2,2,0,4,0,21,2,0,1,1,2,0,1,2,0,0,1,0
1,8,2,760,0,3,4,2,2,0,44,2,1,1,1,1,0,1,1,0,1,0,0
1,10,1,1048,0,2,4,0,4,0,23,1,1,1,1,1,0,1,1,0,0,1,0
3,21,2,3160,4,4,4,0,3,1,41,2,1,1,2,1,1,1,1,0,0,1,0
3,30,4,5771,0,3,4,0,2,2,25,2,1,2,2,1,0,1,1,0,1,0,0
2,15,4,1271,4,2,3,0,4,3,39,2,2,2,2,1,1,1,2,0,0,1,0
0,12,2,2214,0,2,4,0,3,1,24,2,1,1,1,1,0,1,1,0,0,1,0
1,12,2,1155,0,4,3,2,3,0,40,0,1,2,1,1,0,1,1,0,0,0,1
3,12,4,1655,0,4,2,0,4,0,63,2,1,2,1,1,1,1,1,0,0,1,0
3,24,4,2223,1,4,4,0,4,1,52,0,1,2,2,1,0,1,1,0,0,1,0
0,18,2,3509,0,3,4,2,1,0,25,2,1,1,2,1,0,1,1,0,1,0,0
1,39,4,4933,0,3,2,2,2,0,25,2,1,2,2,1,0,1,2,0,0,1,0
3,22,2,2675,2,4,3,0,4,2,40,2,1,1,2,1,0,1,1,0,0,1,0
1,18,4,1795,0,4,3,2,4,0,48,0,0,2,1,1,1,1,1,0,1,0,0
3,12,4,976,4,4,4,0,4,2,35,2,1,2,2,1,0,1,1,0,0,1,0
1,6,2,590,0,1,3,0,3,0,26,2,1,1,1,1,0,0,1,0,0,0,1
3,12,4,930,4,4,4,0,4,0,65,2,1,4,2,1,0,1,1,0,0,1,0
1,6,2,484,0,3,3,2,3,0,28,0,1,1,1,1,0,1,1,0,0,0,1
3,6,4,1554,0,3,1,0,2,2,24,2,0,2,2,1,1,1,1,0,1,0,0
0,18,2,1345,0,2,4,0,3,0,26,0,1,1,2,1,0,1,2,0,0,0,1
2,12,2,3016,0,2,3,0,1,2,24,2,1,1,2,1,0,1,1,0,0,0,1
1,24,2,5084,4,4,2,0,4,2,42,2,1,1,2,1,1,1,1,0,1,0,0
2,15,2,2327,0,1,2,0,3,0,25,2,1,1,1,1,0,1,2,0,1,0,0
3,12,2,886,4,2,4,0,2,2,21,2,1,1,2,1,0,1,1,0,1,0,0
3,24,4,2611,0,4,4,1,3,0,46,2,1,2,2,1,0,1,1,0,0,0,1
0,9,2,1364,0,3,3,0,4,0,59,2,1,1,2,1,0,1,1,0,0,1,0
0,12,2,709,0,4,4,0,4,0,57,1,1,1,1,1,0,1,2,0,0,1,0
3,15,4,1471,0,2,4,0,4,3,35,2,2,2,2,1,1,1,1,0,0,1,0
0,24,2,2439,0,1,4,0,4,0,35,2,1,1,2,1,1,1,2,0,1,0,0
0,18,2,2389,0,1,4,0,1,2,27,1,1,1,2,1,0,1,1,0,1,0,0
0,18,1,1940,0,1,3,1,4,3,36,0,2,1,3,1,1,1,1,0,0,1,0
3,36,2,3595,0,4,4,0,2,2,28,2,1,1,2,1,0,1,1,0,0,1,0
3,30,4,6742,4,3,2,0,3,1,36,2,1,2,2,1,0,1,1,0,0,1,0
3,18,4,1098,0,0,4,0,4,2,65,2,1,2,0,1,0,1,1,0,1,0,0
3,15,4,1829,0,4,4,0,4,2,46,2,1,2,2,1,1,1,1,0,0,1,0
3,18,4,1169,4,2,4,0,3,1,29,2,1,2,2,1,1,1,1,0,0,1,0
0,21,2,2606,0,1,4,0,4,1,28,2,0,1,3,1,1,1,1,0,1,0,0
3,15,2,1386,4,2,4,0,2,0,40,2,0,1,2,1,1,1,1,0,0,0,1
3,24,2,1278,0,4,4,0,1,0,36,2,1,1,3,1,1,1,1,0,0,1,0
0,12,2,1107,0,2,2,0,2,0,20,2,0,1,3,2,1,1,1,0,0,1,0
3,36,3,4454,0,2,4,0,4,0,34,2,1,2,2,1,0,1,1,0,1,0,0
1,30,2,2991,4,4,2,0,4,2,25,2,1,1,2,1,0,1,1,0,1,0,0
3,48,3,12749,2,3,4,0,1,2,37,2,1,1,3,1,1,1,1,0,0,1,0
0,9,2,1366,0,1,3,0,4,1,22,2,0,1,2,1,0,1,2,0,1,0,0
3,30,2,1867,4,4,4,0,4,2,58,2,1,1,2,1,1,1,1,0,0,1,0
1,9,2,1670,0,1,4,0,2,2,22,2,1,1,2,1,1,1,2,0,1,0,0
3,12,4,522,2,4,4,0,4,1,42,2,1,2,2,2,1,1,1,0,0,1,0
0,12,2,1498,0,2,4,0,1,2,23,0,1,1,2,1,0,1,1,0,1,0,0
1,30,3,1919,1,1,4,0,3,3,30,1,1,2,3,1,0,1,2,0,0,1,0
2,9,2,745,0,2,3,0,2,0,28,2,1,1,1,1,0,1,2,0,1,0,0
1,6,2,2063,0,1,4,0,3,2,30,2,0,1,3,1,1,1,1,0,0,0,1
3,24,2,3621,1,4,2,0,4,2,31,2,1,2,2,1,0,1,2,0,0,1,0
0,24,4,1231,3,4,4,0,4,1,57,2,0,2,3,1,1,1,1,0,1,0,0
2,30,4,3656,4,4,4,0,4,1,49,1,1,2,1,1,0,1,1,0,0,1,0
1,9,4,1154,0,4,2,0,4,0,37,2,1,3,1,1,0,1,1,0,0,1,0
3,6,4,1740,0,4,2,0,2,0,30,2,0,2,2,1,0,1,1,0,0,0,1
3,24,2,2397,2,4,3,0,2,2,35,0,1,2,2,1,1,1,2,0,0,1,0
1,30,2,1715,4,2,4,0,1,2,26,2,1,1,2,1,0,1,1,0,1,0,0
1,27,4,2520,2,2,4,0,2,1,23,2,1,2,1,1,0,1,2,0,0,1,0
3,15,2,3568,0,4,4,0,2,2,54,0,0,1,3,1,1,1,1,0,1,0,0
3,42,2,7166,4,3,2,0,4,1,29,2,0,1,2,1,1,1,1,0,0,0,1
3,30,4,2831,0,2,4,0,2,2,33,2,1,1,2,1,1,1,1,0,1,0,0
2,24,2,1258,2,2,3,0,3,2,57,2,1,1,1,1,0,1,1,0,1,0,0
1,6,2,753,0,2,2,2,3,0,64,2,1,1,2,1,0,1,1,0,1,0,0
3,13,2,1409,1,0,2,0,4,0,64,2,1,1,2,1,0,1,1,0,1,0,0
1,24,4,1743,0,4,4,0,2,1,48,2,1,2,1,1,0,1,1,0,0,1,0
3,15,1,1569,1,4,4,0,4,2,34,0,1,1,1,2,0,1,1,0,0,1,0
0,18,2,1936,4,3,2,0,4,2,23,2,0,2,1,1,0,1,1,0,0,0,1
3,12,2,804,0,4,4,0,4,2,38,2,1,1,2,1,0,1,1,0,0,1,0
0,45,2,1845,0,2,4,0,4,3,23,2,2,1,2,1,1,1,2,0,0,1,0
