Status checking,Duration in month,Credit history,Credit amount,Savings account,Present employment,Installment rate %,Other debtors,Present residence,Property,Age in years,Other installment plans,Housing,# Existing credits,Job,# Dependents,Telephone,Foreign worker,Class,Male div,Female div/mar,Male sing,Male mar/wid
2,12,2,1330,0,1,4,0,1,0,26,2,1,1,2,1,0,1,1,0,0,1,0
3,18,2,1820,0,2,2,0,2,1,30,2,1,1,3,1,1,1,1,0,0,0,1
0,36,2,3249,0,3,2,0,4,3,39,0,2,1,3,2,1,1,1,0,0,1,0
1,12,2,1223,0,4,1,0,1,0,46,2,0,2,2,1,0,1,2,1,0,0,0
3,14,3,802,0,2,4,0,2,2,27,2,1,2,1,1,0,1,1,0,0,1,0
1,18,3,2899,4,4,4,0,4,2,43,2,1,1,2,2,0,1,1,0,0,1,0
2,12,4,939,2,3,4,0,2,0,28,2,1,3,2,1,1,1,2,0,0,0,1
3,10,2,1597,2,2,3,0,2,3,40,2,0,1,1,2,0,0,1,0,0,1,0
0,24,2,1381,4,2,4,0,2,1,35,2,1,1,2,1,0,1,2,0,1,0,0
0,12,2,2579,0,1,4,0,1,0,33,2,1,1,1,2,0,1,2,0,0,1,0
3,21,2,2782,2,3,1,0,2,2,31,0,1,1,3,1,0,1,1,0,1,0,0
1,18,2,1042,4,2,4,0,2,1,33,2,1,1,2,1,0,1,2,0,1,0,0
3,15,2,3186,3,3,2,0,3,2,20,2,0,1,2,1,0,1,1,0,1,0,0
1,12,4,958,0,3,2,0,3,0,47,2,1,2,1,2,0,1,1,0,0,1,0
3,24,4,1287,3,4,4,0,4,0,37,2,1,2,2,1,1,1,1,0,1,0,0
3,12,2,1884,0,4,4,0,4,2,39,2,1,1,3,1,1,1,1,0,0,1,0
0,36,2,1842,0,1,4,0,4,2,34,2,1,1,2,1,1,1,2,0,1,0,0
0,24,2,4817,0,3,2,1,3,1,31,2,1,1,2,1,1,1,2,0,0,1,0
0,11,4,3905,0,2,2,0,2,0,36,2,0,2,2,2,0,1,1,0,0,1,0
0,15,2,1721,0,1,2,0,3,0,36,2,1,1,2,1,0,1,1,0,0,1,0
0,9,2,654,0,2,4,0,3,2,28,2,1,1,1,1,0,1,2,0,0,1,0
1,24,2,1201,0,1,4,0,1,1,26,2,1,1,2,1,0,1,1,0,0,1,0
3,12,4,1163,2,2,4,0,4,0,44,2,1,1,2,1,1,1,1,0,0,1,0
1,6,3,1209,0,0,4,0,4,1,47,2,1,1,3,1,1,1,2,0,0,1,0
3,24,2,3757,0,4,4,1,4,3,62,2,2,1,2,1,1,1,1,0,1,0,0
3,10,2,1418,1,2,3,0,2,0,35,2,0,1,1,1,0,0,1,0,0,1,0
3,6,2,3518,0,2,2,2,3,1,26,2,0,1,2,1,0,1,1,0,0,1,0
0,12,4,2122,0,2,3,0,2,0,39,2,0,2,1,2,0,0,1,0,0,1,0
2,6,4,1323,1,4,2,0,4,2,28,2,1,2,2,2,1,1,1,1,0,0,0
0,24,2,3123,0,1,4,0,1,1,27,2,1,1,2,1,0,1,2,0,1,0,0
0,24,2,1207,0,1,4,0,4,1,24,2,0,1,2,1,0,1,2,0,1,0,0
3,10,2,1309,4,2,4,2,4,1,27,2,1,1,1,1,0,1,2,0,0,1,0
1,15,1,6850,1,0,1,0,2,1,34,2,1,1,3,2,1,1,2,0,0,1,0
0,12,2,759,0,3,4,0,2,0,26,2,1,1,2,1,0,1,2,0,0,1,0
3,24,2,2255,4,1,4,0,1,1,54,2,1,1,2,1,0,1,1,0,0,1,0
0,6,4,609,0,3,4,0,3,1,37,2,1,2,2,1,0,0,1,0,1,0,0
0,6,4,1361,0,1,2,0,4,0,40,2,1,1,1,2,0,0,1,0,0,1,0
0,6,2,1203,1,4,3,0,2,1,43,2,1,1,2,1,1,1,1,0,0,1,0
0,6,2,662,0,1,3,0,4,0,41,2,1,1,1,2,1,1,1,0,0,1,0
1,15,2,2631,1,2,2,0,4,2,28,2,0,2,2,1,1,1,2,0,1,0,0
0,6,2,1374,4,0,4,0,3,1,75,2,1,1,3,1,1,1,1,0,1,0,0
0,48,2,7763,0,4,4,0,4,3,42,0,2,1,3,1,0,1,2,0,0,1,0
3,24,3,2032,0,4,4,0,4,3,60,2,2,2,2,1,1,1,1,0,0,1,0
3,12,4,1255,0,4,4,0,4,0,61,2,1,2,1,1,0,1,1,0,0,1,0
0,24,3,1333,0,0,4,0,2,0,43,2,2,2,2,2,0,1,2,0,0,1,0
3,24,4,2022,0,2,4,0,4,2,37,2,1,1,2,1,1,1,1,0,1,0,0
1,12,4,1995,1,1,4,0,1,2,27,2,1,1,2,1,0,1,1,0,0,1,0
1,18,0,2278,1,1,3,0,3,2,28,2,1,2,2,1,0,1,2,0,1,0,0
3,21,0,5003,4,2,1,0,4,1,29,0,1,2,2,1,1,1,2,0,1,0,0
1,36,2,12389,4,2,1,0,4,3,37,2,2,1,2,1,1,1,2,0,0,1,0
0,12,2,1372,0,3,2,0,3,2,36,2,1,1,2,1,0,1,2,1,0,0,0
1,36,4,2820,0,1,4,0,4,2,27,2,1,2,2,1,0,1,2,1,0,0,0
1,18,4,1056,0,4,3,2,3,0,30,0,1,2,2,1,0,1,2,0,0,1,0
1,12,4,3124,0,1,1,0,3,0,49,0,1,2,1,2,0,1,1,0,0,1,0
3,12,2,2133,4,4,4,0,4,3,52,2,2,1,3,1,1,1,1,0,1,0,0
0,9,4,2799,0,2,2,0,2,0,36,2,0,2,2,2,0,1,1,0,0,1,0
1,24,3,1965,4,2,4,0,4,2,42,2,0,2,2,1,1,1,1,0,1,0,0
1,24,2,2718,0,2,3,0,4,1,20,2,0,1,1,1,1,1,2,0,1,0,0
1,6,1,931,1,1,1,0,1,1,32,1,1,1,1,1,0,1,2,0,1,0,0
0,24,2,1442,0,3,4,0,4,2,23,2,0,2,2,1,0,1,2,0,1,0,0
3,18,4,2775,0,3,2,0,2,1,31,0,1,2,2,1,0,1,2,0,0,1,0
2,10,2,1240,1,4,1,0,4,3,48,2,2,1,1,2,0,1,2,0,1,0,0
0,6,4,3676,0,2,1,0,3,0,37,2,0,3,2,2,0,1,1,0,0,1,0
3,12,2,640,0,2,4,0,2,0,49,2,1,1,1,1,0,1,1,1,0,0,0
3,18,4,1530,0,2,3,0,2,1,32,0,1,2,2,1,0,1,2,0,0,1,0
1,9,1,1437,1,3,2,0,3,3,29,2,1,1,2,1,0,1,2,0,0,1,0
1,24,2,1355,0,1,3,0,4,2,25,2,1,1,1,1,1,1,2,0,1,0,0
3,12,2,1386,2,2,2,0,2,1,26,2,1,1,2,1,0,1,2,0,1,0,0
2,24,2,947,0,3,4,0,3,3,38,0,2,1,2,2,0,1,2,0,0,1,0
0,24,2,2303,0,4,4,1,1,0,45,2,1,1,2,1,0,1,2,0,0,1,0
1,36,3,8086,1,4,2,0,4,2,42,2,1,4,3,1,1,1,2,0,0,1,0
0,14,2,3973,0,0,1,0,4,3,22,2,2,1,2,1,0,1,1,0,0,1,0
1,12,2,888,0,4,4,0,4,2,41,0,1,1,1,2,0,1,2,0,0,1,0
0,12,2,900,4,2,4,0,2,2,23,2,1,1,2,1,0,1,2,0,0,0,1
0,12,4,4843,0,4,3,1,4,1,43,2,0,2,2,1,1,1,2,0,0,1,0
3,60,2,10366,0,4,2,0,4,1,42,2,1,1,3,1,1,1,1,0,0,1,0
3,6,4,2080,2,2,1,0,2,2,24,2,1,1,2,1,0,1,1,0,0,0,1
3,60,2,6527,4,2,4,0,4,3,34,2,2,1,2,2,1,1,1,0,0,1,0
1,36,3,2862,1,4,4,0,3,3,30,2,2,1,2,1,0,1,1,0,0,1,0
0,12,2,3651,3,2,1,0,3,1,31,2,1,1,2,2,0,1,1,0,0,1,0
0,6,4,4716,4,1,1,0,3,0,44,2,1,2,1,2,0,1,1,0,0,1,0
3,12,4,926,0,0,1,0,2,1,38,2,1,1,0,1,0,1,1,0,1,0,0
3,15,2,5324,2,4,1,0,4,3,35,2,2,1,2,1,0,1,1,0,1,0,0
1,48,2,6560,1,3,3,0,2,1,24,2,1,1,2,1,0,1,2,0,0,1,0
1,60,2,14027,0,3,4,0,2,3,27,2,1,1,3,1,1,1,2,0,0,1,0
0,12,2,1228,0,2,4,0,2,0,24,2,1,1,1,1,0,1,2,0,1,0,0
3,27,2,2570,0,2,3,0,3,0,21,2,0,1,2,1,0,1,2,0,1,0,0
3,6,4,250,3,2,2,0,2,0,41,0,1,2,1,1,0,1,1,0,1,0,0
3,4,4,3380,0,3,1,0,1,0,37,2,1,1,2,2,0,1,1,0,1,0,0
0,18,2,4380,1,2,3,0,4,2,35,2,1,1,1,2,1,1,1,0,0,1,0
3,6,4,6761,0,3,1,0,3,3,45,2,1,2,3,2,1,1,1,0,0,1,0
0,24,1,2325,1,3,2,0,3,2,32,0,1,1,2,1,0,1,1,0,0,1,0
0,15,2,2511,0,0,1,0,4,2,23,2,0,1,2,1,0,1,1,0,1,0,0
0,12,2,1274,0,1,3,0,1,0,37,2,1,1,1,1,0,1,2,0,1,0,0
0,18,2,976,0,1,1,0,2,2,23,2,1,1,1,1,0,1,2,0,1,0,0
0,24,2,1285,4,3,4,0,4,3,32,2,0,1,2,1,0,1,2,0,1,0,0
2,6,4,1299,0,2,1,0,1,0,74,2,1,3,0,2,0,0,1,0,0,1,0
3,24,2,1393,0,2,2,2,2,0,31,2,1,1,2,1,1,1,1,0,0,1,0
0,12,4,691,0,4,4,0,3,1,35,2,1,2,2,1,0,1,2,0,0,1,0
3,15,4,5045,4,4,1,0,4,2,59,2,1,1,2,1,1,1,1,0,1,0,0
3,21,4,12680,4,4,4,0,4,3,30,2,2,1,3,1,1,1,2,0,0,1,0
3,24,4,2463,1,3,4,0,3,1,27,2,1,2,2,1,1,1,1,0,0,0,1
2,12,4,1480,2,0,2,0,4,3,66,0,2,3,0,1,0,1,1,0,0,1,0
0,24,2,1371,4,2,4,0,4,0,25,2,0,1,2,1,0,1,2,0,1,0,0
3,36,4,3535,0,3,4,0,4,2,37,2,1,2,2,1,1,1,1,0,0,1,0
3,24,4,1940,3,4,4,0,4,0,60,2,1,1,2,1,1,1,1,0,0,1,0
1,12,2,836,1,1,4,0,2,1,23,0,1,1,1,1,0,1,2,0,1,0,0
3,24,3,717,4,4,4,0,4,2,54,2,1,2,2,1,1,1,1,0,0,0,1
1,9,2,1549,4,1,4,0,2,0,35,2,1,1,0,1,0,1,1,0,0,1,0
1,12,2,7472,4,0,1,0,2,0,24,2,0,1,0,1,0,1,1,0,1,0,0
0,36,2,9271,0,3,2,0,1,2,24,2,1,1,2,1,1,1,2,0,0,1,0
1,15,0,1778,0,1,2,0,1,0,26,2,0,2,0,1,0,1,2,0,1,0,0
0,48,2,3931,0,3,4,0,4,3,46,2,2,1,2,2,0,1,2,0,0,1,0
1,36,3,7432,0,2,2,0,2,1,54,2,0,1,2,1,0,1,1,0,1,0,0
3,12,2,1101,0,2,3,0,2,0,27,2,1,2,2,1,1,1,1,0,0,0,1
0,8,4,731,0,4,4,0,4,0,47,2,1,2,1,1,0,1,1,0,0,1,0
0,21,4,1602,0,4,4,0,3,2,30,2,1,2,2,1,1,1,1,0,0,0,1
0,18,4,3966,0,4,1,0,4,0,33,0,0,3,2,1,1,1,2,0,1,0,0
0,18,2,1216,0,1,4,0,3,2,23,2,0,1,2,1,1,1,2,0,1,0,0
0,12,0,1082,0,2,4,0,4,2,48,0,1,2,2,1,0,1,2,0,0,1,0
3,18,2,6761,4,2,2,0,4,2,68,2,0,2,2,1,0,1,2,0,0,1,0
3,24,2,1249,0,1,4,0,2,0,28,2,1,1,2,1,0,1,1,0,0,0,1
0,20,4,2235,0,2,4,2,2,1,33,0,0,2,2,1,0,0,2,0,0,0,1
0,18,1,1442,0,3,4,0,4,3,32,2,2,2,1,2,0,1,2,0,0,1,0
3,36,3,10875,0,4,2,0,2,2,45,2,1,2,2,2,1,1,1,0,0,1,0
3,24,2,1474,1,1,4,0,3,0,33,2,1,1,2,1,1,1,1,0,0,0,1
0,15,2,3959,0,2,3,0,2,1,29,2,1,1,2,1,1,1,2,0,1,0,0
3,9,2,3577,1,2,1,2,2,0,26,2,0,1,2,2,0,0,1,0,0,1,0
2,6,4,1343,0,4,1,0,4,0,46,2,1,2,2,2,0,0,1,0,0,1,0
1,11,4,1322,3,2,4,0,4,2,40,2,1,2,2,1,0,1,1,0,1,0,0
0,9,2,1422,0,1,3,0,2,3,27,2,2,1,3,1,1,1,2,0,0,1,0
1,30,4,2181,4,4,4,0,4,0,36,2,1,2,2,1,0,1,1,0,0,1,0
3,36,4,6614,0,4,4,0,4,2,34,2,1,2,3,1,1,1,1,0,0,1,0
0,12,4,2171,0,2,4,0,4,1,38,0,1,2,1,1,0,0,1,0,0,1,0
0,16,4,2625,0,4,2,2,4,1,43,0,0,1,2,1,1,1,2,0,0,1,0
3,20,4,3485,4,1,2,0,4,0,44,2,1,2,2,1,1,1,1,1,0,0,0
0,21,2,3763,4,3,2,1,2,0,24,2,1,1,1,1,0,0,1,0,0,1,0
1,9,2,3195,4,2,1,0,2,0,33,2,1,1,1,1,0,1,1,0,1,0,0
0,6,2,14896,0,4,1,0,4,3,68,0,1,1,3,1,1,1,2,0,0,1,0
1,12,2,2002,0,3,3,0,4,1,30,2,0,1,2,2,1,1,1,0,0,1,0
0,12,1,697,0,1,4,0,2,2,46,0,1,2,2,1,1,1,2,0,0,1,0
0,12,3,1344,0,2,4,0,2,0,43,2,1,2,1,2,0,1,1,0,0,1,0
3,9,4,1224,0,2,3,0,1,0,30,2,1,2,2,1,0,1,1,0,0,1,0
3,12,2,3527,4,1,2,0,3,1,45,2,1,1,3,2,1,1,1,0,0,1,0
3,10,2,1546,0,2,3,0,2,0,31,2,1,1,1,2,0,0,1,0,0,1,0
3,4,4,1455,0,3,2,0,1,0,42,2,1,3,1,2,0,1,1,0,0,1,0
1,48,0,8358,2,1,1,0,1,2,30,2,1,2,2,1,0,1,1,0,1,0,0
3,12,2,2859,4,0,4,0,4,3,38,2,1,1,3,1,1,1,1,0,0,1,0
0,12,2,1893,0,2,4,2,4,1,29,2,1,1,2,1,1,1,1,0,1,0,0
0,28,2,4006,0,2,3,0,2,2,45,2,1,1,1,1,0,1,2,0,0,1,0
1,21,3,2353,0,2,1,0,4,1,47,2,1,2,2,1,0,1,1,1,0,0,0
3,15,2,3556,4,2,3,0,2,3,29,2,1,1,2,1,0,1,1,0,0,1,0
0,11,4,3939,0,2,1,0,2,0,40,2,1,2,1,2,0,1,1,0,0,1,0
3,24,2,7393,0,2,1,0,4,1,43,2,1,1,1,2,0,1,1,0,0,1,0
0,24,1,1193,0,0,1,1,4,3,29,2,0,2,0,1,0,1,2,0,1,0,0
3,24,3,2538,0,4,4,0,4,2,47,2,1,2,1,2,0,1,2,0,0,1,0
1,15,1,1264,1,2,2,0,2,1,25,2,0,1,2,1,0,1,2,0,0,0,1
2,21,2,2923,1,2,1,0,1,2,28,0,1,1,3,1,1,1,1,0,1,0,0
3,12,2,2390,4,4,4,0,3,2,50,2,1,1,2,1,1,1,1,0,0,1,0
